attendance,cgpa,avg_current_grade,certificates,internships,department,year,gender,residence,school_type,extra_curricular,library_usage,project_involvement,activity_score,gpa_sem1,gpa_sem2,grade_trend,risk_level
59,5.02,4.43,3.53,8,CE,2nd,F,Rural,Private,4,8,1,5.76,9.13,8.99,-0.14,2
87,5.06,9.23,2.43,6,BIO,2nd,F,Rural,Government,5,10,0,4.22,6.63,8.81,2.18,0
95,7.08,7.8,0.85,4,ME,4th,M,Urban,Private,4,20,1,2.42,8.44,5.85,-2.59,0
53,5.78,9.34,5.35,0,EE,1st,M,Urban,Private,6,13,0,2.68,8.08,6.25,-1.83,2
94,8.32,6.05,8.88,10,ME,1st,M,Urban,Private,3,8,1,9.44,7.2,8.83,1.63,0
69,8.54,6.79,5.15,10,CS,1st,M,Rural,Government,4,11,1,7.58,8.73,9.92,1.19,0
66,5.89,9.38,7.39,2,IT,4th,F,Urban,Government,3,4,1,4.7,9.81,9.22,-0.59,1
56,9.44,5.64,2.98,2,BIO,2nd,F,Urban,Government,8,20,1,2.49,6.62,8.42,1.8,1
53,7.21,9.49,4.48,2,CE,1st,F,Rural,Government,1,24,0,3.24,8.74,9.58,0.84,0
78,5.71,8.97,3.25,10,IT,4th,F,Rural,Private,0,5,1,6.62,6.57,6.43,-0.14,0
63,8.82,9.88,1.09,6,CS,3rd,M,Rural,Government,3,18,0,3.54,9.23,5.05,-4.18,1
52,8.95,5.95,4.17,2,CS,2nd,F,Urban,Government,5,4,1,3.08,7.19,6.6,-0.59,1
73,8.2,5.41,7.64,0,EE,3rd,F,Urban,Government,9,0,0,3.82,7.25,9.86,2.61,2
86,9.27,5.99,3.95,8,ME,1st,M,Urban,Private,7,24,1,5.98,8.86,9.41,0.55,0
65,8.69,9.73,6.5,6,CE,4th,F,Urban,Private,3,9,1,6.25,7.48,5.25,-2.23,0
53,9.41,6.0,7.59,10,CE,2nd,M,Rural,Government,0,13,1,8.8,6.33,7.51,1.18,0
73,7.17,7.39,3.23,0,IT,1st,M,Rural,Government,8,22,1,1.62,9.98,5.4,-4.58,1
83,8.74,6.42,7.98,10,EE,2nd,M,Rural,Private,2,16,0,8.99,8.1,8.95,0.85,0
79,10.0,6.38,3.39,6,BIO,4th,M,Urban,Private,5,10,0,4.7,8.23,6.86,-1.37,0
67,8.62,5.16,2.56,6,CS,4th,M,Rural,Government,9,3,0,4.28,8.23,9.56,1.33,1
68,5.57,7.22,2.22,6,EE,1st,F,Urban,Private,7,17,0,4.11,9.42,5.27,-4.15,1
80,7.59,9.1,2.0,4,CE,2nd,F,Rural,Private,10,18,0,3.0,5.92,8.67,2.75,0
68,7.94,4.3,7.37,8,BIO,4th,F,Rural,Private,4,3,1,7.68,5.3,7.0,1.7,1
98,5.87,9.34,8.88,2,ME,2nd,M,Urban,Private,10,11,0,5.44,6.93,6.34,-0.59,0
95,9.81,7.99,2.31,4,IT,2nd,M,Rural,Private,6,13,0,3.16,7.82,7.59,-0.23,0
68,5.88,7.7,0.85,8,CS,3rd,F,Rural,Private,10,17,0,4.42,6.43,7.43,1.0,1
71,5.89,7.76,3.14,10,CS,1st,M,Urban,Private,10,0,1,6.57,8.45,6.74,-1.71,1
73,9.58,5.78,6.58,2,CS,1st,M,Rural,Government,9,19,0,4.29,5.37,8.24,2.87,1
94,7.33,6.49,3.69,4,ME,2nd,M,Urban,Private,8,24,0,3.84,8.95,8.31,-0.64,0
61,5.32,8.8,5.49,4,CE,3rd,F,Rural,Government,0,10,0,4.74,8.59,5.39,-3.2,1
79,7.99,5.84,7.44,0,CE,2nd,M,Rural,Government,10,24,0,3.72,6.07,7.98,1.91,1
87,8.01,6.82,4.08,4,EE,1st,M,Urban,Government,7,24,1,4.04,6.49,8.55,2.06,0
80,5.32,4.12,10.0,6,BIO,1st,M,Urban,Government,1,18,1,8.0,9.04,5.38,-3.66,1
85,9.86,8.4,2.98,10,EE,2nd,F,Urban,Government,0,0,0,6.49,8.87,8.3,-0.57,0
68,7.72,6.51,9.78,4,CE,2nd,M,Rural,Government,3,0,1,6.89,9.07,9.02,-0.05,0
97,7.8,7.15,2.03,6,CS,2nd,F,Rural,Private,5,2,1,4.01,6.61,9.16,2.55,0
94,7.6,4.69,1.11,8,ME,1st,M,Urban,Private,7,13,0,4.56,9.85,5.21,-4.64,1
85,8.05,9.95,7.51,8,CE,2nd,M,Urban,Government,0,7,1,7.76,8.58,8.49,-0.09,0
79,6.32,5.81,7.02,6,ME,2nd,F,Urban,Government,0,14,1,6.51,5.33,8.98,3.65,0
98,6.44,7.81,8.11,0,IT,4th,F,Urban,Private,9,3,1,4.06,7.39,6.98,-0.41,0
82,7.56,7.49,3.44,0,CS,1st,F,Rural,Private,1,10,1,1.72,8.32,7.71,-0.61,0
67,9.03,8.71,9.31,8,IT,2nd,M,Rural,Government,8,7,1,8.66,5.84,6.33,0.49,0
98,5.25,5.76,1.19,10,CE,3rd,F,Urban,Government,3,6,1,5.6,9.51,6.55,-2.96,1
77,8.02,8.54,0.3,4,EE,1st,F,Urban,Government,6,23,1,2.15,8.77,7.51,-1.26,0
96,9.03,6.3,3.01,8,CE,2nd,F,Rural,Private,2,1,1,5.5,5.41,5.76,0.35,0
60,5.78,6.47,7.97,8,IT,2nd,M,Rural,Private,10,7,0,7.98,9.57,6.85,-2.72,1
94,5.08,8.04,6.73,6,ME,4th,F,Rural,Private,0,24,1,6.36,7.02,6.51,-0.51,0
82,6.56,8.71,4.36,0,BIO,4th,M,Rural,Government,0,21,1,2.18,7.26,6.19,-1.07,0
66,7.94,8.0,2.56,10,BIO,1st,M,Rural,Private,8,18,1,6.28,8.92,7.42,-1.5,0
55,5.69,9.4,0.59,6,CE,4th,M,Rural,Government,3,22,0,3.3,8.22,9.19,0.97,1
53,7.13,5.71,3.38,8,EE,4th,F,Urban,Government,10,8,0,5.69,7.19,6.21,-0.98,1
69,7.76,9.4,4.6,2,IT,1st,F,Urban,Private,2,15,1,3.3,6.3,8.3,2.0,0
97,7.99,4.79,6.87,4,CE,3rd,F,Rural,Private,4,7,0,5.44,7.58,6.27,-1.31,0
96,6.37,7.96,6.46,8,IT,2nd,F,Urban,Private,0,7,0,7.23,7.9,5.71,-2.19,0
76,7.0,7.29,9.47,6,IT,2nd,M,Urban,Government,2,10,1,7.74,8.15,9.72,1.57,0
64,8.89,6.97,1.0,2,CS,4th,F,Rural,Private,3,6,0,1.5,8.03,8.17,0.14,1
55,9.71,5.87,3.36,2,BIO,2nd,F,Rural,Government,5,20,0,2.68,8.09,5.52,-2.57,1
96,9.31,7.02,4.82,8,BIO,4th,M,Urban,Private,8,1,0,6.41,7.38,8.16,0.78,0
63,7.82,4.97,6.71,10,ME,1st,F,Rural,Government,2,20,0,8.36,7.81,5.88,-1.93,1
60,7.05,6.22,4.95,0,CS,1st,M,Rural,Private,3,4,0,2.48,6.44,9.44,3.0,1
88,6.66,4.59,9.13,2,BIO,1st,M,Urban,Government,4,17,0,5.56,5.79,6.24,0.45,0
58,5.62,7.43,6.09,4,IT,2nd,F,Urban,Private,7,10,0,5.04,8.03,9.03,1.0,1
75,5.53,4.57,0.4,6,EE,4th,M,Urban,Government,8,16,1,3.2,5.23,6.0,0.77,1
65,8.44,4.96,1.14,6,EE,4th,M,Rural,Private,2,20,0,3.57,5.33,7.79,2.46,1
54,6.3,4.51,7.53,6,CS,2nd,M,Urban,Private,2,5,0,6.76,6.24,9.56,3.32,1
59,6.27,6.29,7.16,8,EE,1st,F,Rural,Private,6,12,0,7.58,5.97,6.48,0.51,0
99,9.99,9.05,1.53,6,IT,3rd,F,Rural,Private,8,6,1,3.76,6.87,5.41,-1.46,0
52,5.94,9.44,0.59,6,CE,4th,F,Urban,Government,0,10,1,3.3,6.86,7.76,0.9,1
62,5.74,4.43,5.79,4,IT,4th,M,Urban,Private,0,17,1,4.89,5.58,5.86,0.28,2
92,5.49,7.81,6.36,0,BIO,2nd,F,Rural,Government,1,5,0,3.18,6.23,8.64,2.41,1
98,7.9,8.11,1.35,10,CE,3rd,F,Rural,Private,5,11,1,5.68,5.02,7.95,2.93,0
79,8.14,7.2,4.74,8,EE,1st,M,Rural,Private,2,23,0,6.37,6.75,6.73,-0.02,0
94,6.83,8.0,3.06,8,ME,4th,F,Rural,Private,7,21,1,5.53,8.98,8.53,-0.45,0
55,7.68,5.4,9.31,6,ME,2nd,F,Urban,Private,4,2,0,7.66,6.33,6.19,-0.14,1
66,8.94,6.94,2.19,4,IT,3rd,M,Urban,Government,2,18,0,3.1,8.22,9.59,1.37,0
94,9.09,6.35,7.33,2,IT,2nd,F,Urban,Government,7,10,0,4.66,5.49,6.73,1.24,0
68,9.79,4.54,5.18,6,EE,3rd,M,Urban,Private,7,22,1,5.59,5.06,8.81,3.75,1
91,9.12,7.75,0.12,6,ME,2nd,F,Rural,Government,1,1,1,3.06,7.49,6.29,-1.2,0
84,7.82,6.97,5.17,8,ME,3rd,F,Rural,Government,4,2,1,6.58,7.31,8.57,1.26,0
95,5.9,5.65,0.99,8,IT,4th,F,Urban,Private,2,22,1,4.5,5.96,5.16,-0.8,1
75,5.5,6.84,6.59,6,BIO,3rd,M,Urban,Private,6,24,1,6.3,6.43,6.48,0.05,0
54,5.27,8.65,5.66,8,ME,1st,F,Rural,Government,1,16,0,6.83,5.15,5.46,0.31,1
78,8.33,8.81,0.1,4,IT,4th,F,Rural,Government,8,4,0,2.05,8.99,7.26,-1.73,0
86,9.04,7.9,2.05,2,CS,1st,M,Rural,Private,1,1,1,2.02,6.51,7.18,0.67,0
69,7.54,6.81,7.76,2,ME,4th,F,Urban,Private,10,11,0,4.88,6.1,6.8,0.7,0
98,5.27,7.45,2.76,2,CE,3rd,M,Urban,Private,1,4,1,2.38,9.02,9.91,0.89,0
70,7.68,6.31,4.99,6,EE,4th,F,Rural,Private,5,12,0,5.5,5.2,6.22,1.02,0
59,9.68,4.76,3.12,10,IT,2nd,F,Urban,Private,2,21,0,6.56,6.42,8.96,2.54,1
54,7.99,6.31,9.22,6,ME,3rd,F,Rural,Private,2,23,1,7.61,6.31,7.24,0.93,0
85,9.05,7.18,5.37,6,ME,2nd,F,Urban,Private,9,6,0,5.68,6.31,6.67,0.36,0
55,9.0,7.59,6.96,4,BIO,2nd,F,Rural,Private,1,20,1,5.48,5.06,6.02,0.96,0
75,9.66,9.61,0.83,2,IT,2nd,F,Urban,Private,4,10,0,1.42,9.67,8.17,-1.5,0
53,8.85,8.66,0.4,8,CE,2nd,M,Rural,Private,10,4,0,4.2,9.32,6.67,-2.65,1
88,8.74,4.91,2.59,8,ME,1st,F,Urban,Government,4,17,0,5.3,7.07,9.06,1.99,0
88,6.17,5.05,3.09,0,CS,3rd,M,Rural,Government,6,5,0,1.54,7.23,9.84,2.61,1
99,5.3,4.6,6.88,0,EE,2nd,F,Rural,Government,7,2,1,3.44,7.62,6.14,-1.48,2
84,7.59,8.43,5.69,10,IT,1st,M,Rural,Private,7,5,1,7.85,7.39,5.64,-1.75,0
50,5.62,8.24,3.75,8,ME,4th,M,Rural,Government,2,15,0,5.88,8.9,6.58,-2.32,1
73,9.81,9.92,6.54,2,BIO,2nd,M,Urban,Private,5,2,1,4.27,7.44,7.34,-0.1,0
85,6.45,7.13,1.64,6,BIO,2nd,F,Rural,Private,4,17,1,3.82,5.94,6.5,0.56,0
55,9.26,8.96,0.63,8,EE,1st,F,Rural,Private,3,23,1,4.32,5.58,9.85,4.27,1
90,6.94,7.46,8.55,10,IT,4th,M,Rural,Government,9,3,0,9.28,9.59,8.9,-0.69,0
95,6.62,9.24,5.64,10,IT,4th,M,Urban,Private,5,4,1,7.82,5.24,9.83,4.59,0
93,9.68,8.33,6.49,8,IT,1st,M,Rural,Private,3,8,1,7.24,9.49,6.87,-2.62,0
80,6.82,7.86,3.07,0,CE,2nd,M,Urban,Government,7,3,1,1.54,8.45,6.52,-1.93,0
69,6.95,7.39,3.72,2,CS,3rd,M,Rural,Private,8,0,1,2.86,7.02,7.04,0.02,0
73,5.53,8.34,0.82,8,BIO,1st,M,Rural,Government,0,21,0,4.41,5.94,7.61,1.67,1
74,8.35,6.52,8.57,6,IT,3rd,F,Rural,Government,0,10,0,7.28,6.55,8.71,2.16,0
85,6.44,4.58,5.92,6,CE,2nd,F,Rural,Private,3,4,1,5.96,7.65,9.41,1.76,0
70,7.93,4.24,0.84,4,IT,2nd,M,Urban,Government,5,9,1,2.42,8.28,7.32,-0.96,1
79,7.96,6.87,8.05,6,IT,4th,F,Urban,Government,7,2,1,7.02,8.46,6.45,-2.01,0
73,8.6,7.6,4.44,8,CE,2nd,M,Rural,Private,0,14,0,6.22,7.24,6.59,-0.65,0
93,8.73,4.47,7.65,8,CS,4th,M,Rural,Private,2,13,1,7.82,6.87,8.48,1.61,0
91,7.57,5.72,0.13,6,EE,4th,F,Rural,Private,3,4,1,3.06,8.84,7.84,-1.0,1
79,6.65,5.93,0.29,0,BIO,2nd,M,Urban,Private,9,7,0,0.14,9.63,7.43,-2.2,1
71,9.19,7.38,1.71,2,ME,4th,F,Rural,Government,1,16,0,1.86,9.57,6.01,-3.56,1
77,6.55,5.67,2.11,10,IT,2nd,M,Urban,Private,8,19,1,6.06,7.76,9.38,1.62,0
56,7.54,4.57,7.64,8,CS,4th,M,Urban,Government,2,18,0,7.82,5.4,8.91,3.51,1
84,7.01,4.99,7.07,6,BIO,4th,F,Rural,Private,3,3,0,6.54,5.37,5.7,0.33,0
77,9.28,5.04,6.16,10,ME,2nd,F,Urban,Government,3,1,0,8.08,7.01,6.84,-0.17,0
63,7.16,9.06,8.85,6,IT,3rd,F,Rural,Private,0,1,0,7.42,8.66,7.71,-0.95,0
59,6.93,5.71,2.47,8,ME,1st,M,Urban,Government,4,1,0,5.24,7.49,7.27,-0.22,1
65,8.45,8.29,9.04,4,CE,2nd,F,Rural,Private,4,2,0,6.52,8.14,6.99,-1.15,0
65,8.01,7.41,9.09,2,BIO,4th,M,Rural,Government,1,8,0,5.54,9.22,8.59,-0.63,0
80,5.54,9.86,4.34,8,CS,1st,M,Rural,Private,0,4,0,6.17,5.2,5.27,0.07,0
91,7.54,5.64,0.94,10,CS,3rd,F,Rural,Government,4,19,1,5.47,9.62,7.36,-2.26,1
74,8.68,4.95,7.27,6,BIO,2nd,M,Rural,Private,4,14,1,6.64,6.65,6.31,-0.34,1
62,9.96,4.31,3.37,4,EE,4th,F,Rural,Private,6,3,0,3.68,5.23,5.42,0.19,1
55,8.15,5.45,7.95,8,EE,4th,F,Urban,Private,10,2,1,7.98,9.18,7.32,-1.86,1
93,6.85,8.1,1.64,2,ME,2nd,M,Urban,Private,9,8,1,1.82,9.67,5.86,-3.81,0
58,6.13,4.51,5.4,4,CE,4th,M,Urban,Private,9,9,1,4.7,8.84,6.29,-2.55,1
94,9.36,5.47,5.08,10,ME,1st,F,Rural,Government,1,16,0,7.54,9.02,7.54,-1.48,0
85,9.07,9.13,1.0,6,IT,4th,F,Rural,Government,7,21,1,3.5,9.36,9.87,0.51,0
92,6.17,7.5,3.63,0,CS,1st,M,Rural,Government,4,19,1,1.82,7.61,8.42,0.81,0
69,6.0,4.42,0.85,2,ME,1st,F,Rural,Private,4,7,1,1.42,8.4,6.4,-2.0,1
67,8.58,4.29,4.65,4,ME,2nd,M,Rural,Private,8,22,1,4.32,6.43,6.91,0.48,1
92,6.57,4.37,8.43,8,BIO,4th,M,Rural,Government,1,18,0,8.22,6.25,7.03,0.78,0
70,6.53,9.65,2.7,8,CS,1st,F,Urban,Private,9,4,1,5.35,8.04,5.77,-2.27,0
53,5.76,9.1,7.65,4,CS,4th,M,Rural,Government,10,10,1,5.82,8.67,5.8,-2.87,1
99,6.32,9.07,1.83,8,EE,1st,F,Rural,Private,1,3,1,4.92,6.99,5.74,-1.25,0
82,7.14,9.55,6.74,4,EE,3rd,F,Rural,Government,4,3,0,5.37,7.0,7.61,0.61,0
76,8.66,7.03,9.16,2,CS,2nd,M,Rural,Government,0,14,1,5.58,9.77,8.37,-1.4,0
56,6.68,5.48,3.24,8,ME,2nd,M,Rural,Government,10,7,0,5.62,7.59,7.95,0.36,1
55,6.64,6.41,9.0,2,IT,2nd,M,Urban,Private,4,24,0,5.5,9.93,9.89,-0.04,0
64,6.42,8.31,5.05,6,ME,1st,F,Rural,Government,4,12,0,5.52,9.31,5.63,-3.68,0
67,7.39,9.26,3.17,6,IT,3rd,F,Rural,Government,7,19,1,4.58,8.2,9.93,1.73,0
81,5.9,6.61,8.97,6,CS,1st,F,Urban,Private,5,11,0,7.48,5.05,7.33,2.28,0
60,7.43,7.21,0.32,6,BIO,2nd,F,Urban,Private,10,1,0,3.16,6.48,6.09,-0.39,1
69,8.52,9.59,0.28,8,IT,1st,F,Rural,Private,5,0,0,4.14,7.09,9.72,2.63,1
73,5.15,4.64,6.0,4,EE,2nd,F,Urban,Government,4,13,1,5.0,8.26,7.34,-0.92,2
64,5.05,9.17,7.97,8,BIO,4th,M,Urban,Private,4,19,1,7.98,6.98,6.74,-0.24,1
97,5.38,4.96,7.52,10,CS,1st,M,Rural,Private,7,7,0,8.76,9.14,6.07,-3.07,1
56,7.68,6.9,0.79,8,CE,4th,M,Urban,Private,0,15,1,4.39,8.31,6.34,-1.97,1
70,9.27,5.31,9.5,2,IT,1st,F,Rural,Private,8,4,1,5.75,6.74,9.9,3.16,1
91,5.02,7.62,7.03,4,IT,2nd,M,Urban,Private,5,1,1,5.52,8.92,6.52,-2.4,0
75,9.68,7.35,9.49,0,BIO,4th,F,Rural,Government,8,14,0,4.74,6.52,9.89,3.37,0
93,5.53,6.28,3.29,0,CE,1st,M,Rural,Government,1,3,1,1.64,5.31,6.65,1.34,1
63,9.21,9.18,6.94,4,CE,2nd,M,Urban,Private,2,3,1,5.47,5.86,6.16,0.3,0
86,7.41,7.96,8.6,0,CS,1st,M,Urban,Private,0,9,0,4.3,5.01,5.92,0.91,0
70,8.3,8.33,3.8,4,BIO,4th,M,Rural,Private,4,20,0,3.9,9.16,7.06,-2.1,0
67,7.55,4.9,9.65,2,ME,1st,F,Rural,Government,1,17,1,5.82,8.14,6.18,-1.96,1
54,7.39,9.3,2.65,2,CE,1st,F,Urban,Government,10,6,1,2.33,7.85,8.48,0.63,0
52,9.17,5.0,3.16,8,IT,4th,M,Rural,Government,0,4,0,5.58,8.31,6.2,-2.11,1
72,8.78,5.34,9.2,0,CE,2nd,M,Urban,Private,8,3,1,4.6,8.27,9.18,0.91,2
75,7.42,4.77,9.7,4,CS,1st,F,Urban,Government,10,23,0,6.85,7.83,9.17,1.34,0
86,5.56,6.64,2.85,2,CS,1st,F,Urban,Government,8,14,0,2.42,9.21,6.43,-2.78,0
73,5.58,9.33,1.36,8,IT,3rd,M,Rural,Government,5,17,1,4.68,7.2,8.77,1.57,1
98,9.01,5.51,7.59,0,IT,3rd,M,Rural,Private,10,16,0,3.8,9.02,9.29,0.27,1
68,7.65,6.24,9.3,0,IT,2nd,M,Urban,Government,10,5,1,4.65,8.93,7.95,-0.98,1
74,7.41,9.08,6.01,0,ME,4th,M,Urban,Government,7,23,1,3.0,6.0,6.83,0.83,1
70,8.4,7.71,6.35,2,IT,2nd,M,Rural,Government,10,22,0,4.18,7.27,7.2,-0.07,0
61,9.29,8.51,7.63,2,BIO,2nd,M,Rural,Private,8,24,1,4.81,9.17,8.93,-0.24,0
90,8.14,5.28,1.53,0,CS,2nd,F,Rural,Government,4,0,1,0.76,9.15,6.47,-2.68,1
82,8.81,8.3,9.73,2,CS,1st,F,Urban,Private,1,2,0,5.86,5.12,6.67,1.55,0
99,8.83,5.37,3.64,0,CE,1st,F,Urban,Private,3,8,1,1.82,6.12,5.8,-0.32,1
53,6.78,9.92,6.28,6,IT,2nd,F,Rural,Government,2,4,0,6.14,7.12,7.0,-0.12,0
91,6.37,7.36,4.69,2,ME,2nd,M,Urban,Private,9,5,0,3.34,5.24,5.43,0.19,0
56,9.01,8.17,4.68,4,BIO,3rd,F,Urban,Government,6,12,1,4.34,6.3,6.61,0.31,0
71,6.89,4.71,7.03,2,EE,4th,F,Rural,Government,9,22,1,4.52,6.29,6.87,0.58,1
82,9.52,5.5,9.95,0,CE,2nd,F,Urban,Private,9,2,1,4.97,6.07,6.28,0.21,1
66,5.35,4.84,6.59,4,BIO,3rd,M,Rural,Government,9,22,1,5.3,6.98,5.51,-1.47,2
73,5.29,6.34,7.94,8,ME,2nd,M,Rural,Government,7,2,0,7.97,9.07,7.61,-1.46,1
83,9.64,5.7,0.28,4,IT,4th,M,Rural,Government,4,21,1,2.14,6.22,9.33,3.11,1
77,8.24,8.4,8.1,4,ME,2nd,F,Rural,Private,1,23,1,6.05,7.91,6.68,-1.23,0
92,6.9,4.65,3.0,2,EE,4th,F,Urban,Private,8,22,1,2.5,7.79,6.18,-1.61,0
90,8.78,8.51,1.27,10,BIO,1st,M,Rural,Private,0,4,0,5.64,9.09,6.43,-2.66,0
88,8.36,4.27,1.13,4,ME,4th,M,Rural,Government,4,11,0,2.56,6.97,9.31,2.34,1
71,7.66,5.21,6.8,4,EE,2nd,F,Rural,Government,2,21,0,5.4,6.12,7.64,1.52,1
98,5.49,8.75,9.98,0,EE,3rd,M,Urban,Private,7,19,1,4.99,9.46,5.65,-3.81,1
66,9.06,8.46,6.66,2,BIO,1st,M,Urban,Private,7,17,0,4.33,9.16,8.55,-0.61,0
83,9.33,6.86,2.62,0,EE,3rd,F,Urban,Government,0,6,0,1.31,8.11,5.77,-2.34,0
55,5.86,4.3,2.03,2,BIO,2nd,F,Urban,Private,3,19,1,2.01,5.47,5.3,-0.17,2
95,9.25,7.66,5.26,8,ME,1st,F,Rural,Government,9,21,1,6.63,5.08,6.28,1.2,0
55,9.39,6.44,0.65,10,IT,3rd,M,Urban,Private,7,11,0,5.32,5.91,5.84,-0.07,1
83,7.75,5.9,3.99,4,CS,2nd,F,Urban,Government,8,1,0,4.0,5.98,8.02,2.04,0
50,8.28,7.84,6.66,2,CS,3rd,F,Urban,Government,8,15,1,4.33,5.68,7.42,1.74,0
59,6.91,6.62,9.68,4,ME,4th,M,Rural,Government,1,1,1,6.84,6.31,8.62,2.31,0
70,6.41,4.55,4.26,4,IT,4th,M,Rural,Private,8,21,0,4.13,6.69,7.56,0.87,1
54,8.61,9.5,2.0,6,CS,2nd,M,Rural,Government,7,7,0,4.0,8.77,7.1,-1.67,0
51,9.31,8.67,8.17,0,EE,3rd,F,Rural,Private,10,0,0,4.08,8.55,7.63,-0.92,1
71,8.27,4.34,7.44,10,ME,2nd,F,Urban,Government,10,13,0,8.72,5.52,7.17,1.65,1
97,7.56,7.15,8.6,2,ME,3rd,M,Urban,Government,8,9,0,5.3,9.89,5.19,-4.7,0
51,5.79,4.5,2.15,8,CE,1st,F,Urban,Government,8,22,1,5.08,8.76,8.4,-0.36,2
59,5.27,9.02,4.05,10,CE,2nd,F,Urban,Private,2,21,1,7.02,5.82,9.81,3.99,1
83,7.23,7.68,9.82,6,CE,2nd,F,Urban,Government,4,20,0,7.91,5.62,7.11,1.49,0
65,5.25,5.03,1.58,0,BIO,3rd,F,Rural,Private,10,12,1,0.79,5.44,7.12,1.68,2
97,7.85,4.12,6.71,8,IT,2nd,M,Urban,Government,2,9,1,7.36,8.66,5.23,-3.43,0
88,6.91,4.19,2.37,8,ME,1st,F,Rural,Government,5,12,1,5.18,6.18,9.45,3.27,0
71,8.79,7.04,5.0,4,CE,3rd,F,Rural,Private,9,12,1,4.5,5.36,9.65,4.29,0
61,6.53,8.41,8.01,0,ME,3rd,F,Rural,Private,4,23,1,4.0,7.11,9.07,1.96,1
73,7.96,4.73,4.89,6,EE,3rd,M,Urban,Government,1,0,0,5.44,8.54,5.53,-3.01,1
96,7.69,5.33,8.05,2,CE,1st,F,Urban,Private,2,4,0,5.03,6.52,9.5,2.98,0
89,5.02,5.96,4.26,2,ME,1st,F,Rural,Government,6,15,1,3.13,7.41,5.12,-2.29,1
87,5.36,5.31,9.99,6,IT,2nd,F,Urban,Private,9,5,0,8.0,5.96,7.22,1.26,1
59,6.45,6.35,4.36,4,BIO,3rd,M,Urban,Government,9,3,1,4.18,7.15,7.5,0.35,0
84,9.41,7.36,1.49,4,IT,1st,F,Urban,Private,4,9,1,2.74,6.79,9.17,2.38,0
98,5.74,8.11,4.02,8,IT,4th,M,Urban,Private,2,10,0,6.01,7.17,8.75,1.58,0
81,8.55,9.78,7.43,0,CE,2nd,F,Rural,Private,3,1,1,3.72,7.33,8.99,1.66,0
56,9.87,9.59,8.48,8,IT,1st,M,Urban,Private,5,23,0,8.24,5.46,9.34,3.88,0
70,8.95,7.42,4.6,2,BIO,1st,M,Urban,Government,7,20,1,3.3,5.47,7.38,1.91,0
69,6.21,8.4,5.94,6,CS,1st,F,Urban,Private,6,21,1,5.97,6.3,8.9,2.6,0
75,9.54,9.71,8.45,0,BIO,2nd,F,Rural,Private,2,8,1,4.22,5.58,5.34,-0.24,0
53,5.47,4.5,8.14,6,EE,1st,M,Rural,Private,1,13,0,7.07,6.26,7.22,0.96,2
95,7.34,4.03,6.58,0,BIO,1st,M,Urban,Government,2,1,0,3.29,5.12,5.15,0.03,1
71,9.44,4.18,8.15,10,ME,4th,F,Urban,Government,4,4,1,9.07,6.75,9.58,2.83,1
64,8.21,7.38,5.76,2,CS,4th,F,Urban,Private,6,11,0,3.88,6.07,9.79,3.72,0
89,7.07,8.58,0.05,2,CE,4th,F,Urban,Government,7,0,1,1.02,9.46,5.42,-4.04,0
70,6.46,6.2,0.41,10,ME,1st,F,Rural,Government,5,18,0,5.2,9.29,7.66,-1.63,1
64,6.88,7.27,9.8,0,BIO,4th,F,Rural,Private,1,21,1,4.9,6.5,6.63,0.13,1
71,7.54,7.1,1.45,4,ME,3rd,F,Rural,Government,10,23,1,2.72,7.38,6.71,-0.67,1
77,6.6,4.57,4.05,0,IT,4th,F,Rural,Private,1,11,1,2.02,9.78,7.25,-2.53,1
63,9.84,5.93,9.34,2,ME,4th,M,Rural,Private,9,20,0,5.67,7.62,5.63,-1.99,1
76,9.67,4.12,1.95,6,ME,1st,M,Rural,Government,10,11,1,3.98,9.24,5.9,-3.34,1
90,9.35,4.66,8.44,8,BIO,3rd,F,Urban,Government,4,19,0,8.22,9.13,7.89,-1.24,0
89,7.11,8.87,8.18,6,EE,4th,F,Rural,Private,10,4,0,7.09,9.71,5.09,-4.62,0
77,8.46,8.98,9.86,2,BIO,1st,F,Rural,Private,4,19,0,5.93,6.53,8.0,1.47,0
75,9.51,8.81,2.82,6,CE,3rd,M,Rural,Private,0,1,0,4.41,5.22,6.59,1.37,0
98,9.25,8.36,3.15,4,CS,4th,M,Urban,Government,0,13,0,3.58,5.52,9.16,3.64,0
51,7.07,8.76,9.03,4,IT,1st,F,Rural,Government,8,16,1,6.52,7.86,8.0,0.14,0
74,5.56,8.03,2.34,0,EE,3rd,F,Rural,Government,6,23,1,1.17,7.65,8.54,0.89,2
52,5.38,8.02,5.48,6,CS,4th,M,Rural,Government,7,14,0,5.74,6.49,5.57,-0.92,1
57,7.89,8.0,7.07,6,CS,3rd,M,Rural,Private,4,16,0,6.54,6.24,6.33,0.09,0
93,8.21,7.08,2.72,2,EE,3rd,M,Urban,Government,2,1,1,2.36,8.55,9.98,1.43,0
82,9.25,6.18,9.38,0,IT,1st,F,Urban,Government,2,20,1,4.69,6.7,7.17,0.47,0
91,6.46,8.38,6.66,0,CE,2nd,F,Urban,Government,2,7,0,3.33,8.02,6.79,-1.23,0
84,5.84,5.79,0.47,6,EE,3rd,M,Rural,Private,0,9,0,3.24,8.56,9.37,0.81,1
55,6.9,7.26,1.36,8,EE,3rd,F,Urban,Government,10,2,0,4.68,7.15,5.17,-1.98,1
